INSPECTION_ID,INSPECTION_DATE,INSPECTION_METHOD,INSPECTION_REPORT_DATE,INSPECTION_NOTES,NUM_INSPECTION,NUM_POI,POI_ID_1,POI_COUNTY_1,POI_SOURCE_1,POI_TRIBUTARY_TO_1,POI_LATITUDE_1,POI_LONGITUDE_1,POI_DESCRIPTION_1,PRIMARY_POI_1,POI_ID_2,POI_COUNTY_2,POI_SOURCE_2,POI_TRIBUTARY_TO_2,POI_LATITUDE_2,POI_LONGITUDE_2,POI_DESCRIPTION_2,PRIMARY_POI_2,POI_ID_3,POI_COUNTY_3,POI_SOURCE_3,POI_TRIBUTARY_TO_3,POI_LATITUDE_3,POI_LONGITUDE_3,POI_DESCRIPTION_3,PRIMARY_POI_3,INVESTIGATION_ID,INVESTIGATION_TYPE,INVESTIGATION_START_DATE,INVESTIGATION_CLOSURE_DATE,NUM_OF_VIOLATIONS,ENF_CASE_NUMBER,ENFOCEMENT_ACTION_TYPE,ENF_CASE_CLOSURE_DATE,INVESTIGATION_LEAD_STAFF,INVEST_SECTION_OR_OFFICE,INVESTIGATION_SWEEP,RESOURCE_VALUE_PRIORITY,INVESTIGATION_SUMMARY,ASSOCIATED_WR_TO_INV
2350,11/14/2013,Field,,,2,5,7018,Humboldt,,,40.1242,-123.9419,S024275 01,Y,4417,Humboldt,,,40.1279,-123.9443,S024274 01,,4415,Humboldt,China Creek,Redwood Creek,40.1203,-123.9457,S024271 01,,5194,Complaint,5/16/2013,1/24/2014,1,ENF01412,Notification of Violations and Voluntary Compliance,,Skyler  Anderson,Water Rights - Enforcement,,,"26 letters were issued on May 26, 2013, to the China Creek watershed in Humboldt County as a result of a compliant we received from DFW alleging a fish kill that occurred in October 2012.  China Creek supports ESA list coho, chinook, and steelhead and is tributary to Redwood Creek, South Fork Eel River.  
","D032338,D032339,S024268,S024275,S024271,S024274,S024270"
2351,11/13/2013,Field,3/22/2016,Report of Inspection with cover letter sent 3/22/2016,2,5,7017,Humboldt,,,40.1242,-123.9419,S024275 01,Y,4416,Humboldt,,,40.1279,-123.9443,S024274 01,,4414,Humboldt,China Creek,Redwood Creek,40.1203,-123.9457,S024271 01,,8337,Cannabis,11/13/2013,3/25/2016,2,,,,Michael  Vella,Water Rights - Enforcement,,Medium,"26 letters were issued on May 26, 2013, to the China Creek watershed in Humboldt County as a result of a compliant we received from DFW alleging a fish kill that occurred in October 2012.  China Creek supports ESA list coho, chinook, and steelhead and is tributary to Redwood Creek, South Fork Eel River.  
","D032339,S024268,S024270,D032338,S024274,S024275,UN000748,S024271"
2352,11/14/2013,Field,3/25/2016,,2,5,7017,Humboldt,,,40.1242,-123.9419,S024275 01,Y,4416,Humboldt,,,40.1279,-123.9443,S024274 01,,4414,Humboldt,China Creek,Redwood Creek,40.1203,-123.9457,S024271 01,,8337,Cannabis,11/13/2013,3/25/2016,2,,,,Michael  Vella,Water Rights - Enforcement,,Medium,"26 letters were issued on May 26, 2013, to the China Creek watershed in Humboldt County as a result of a compliant we received from DFW alleging a fish kill that occurred in October 2012.  China Creek supports ESA list coho, chinook, and steelhead and is tributary to Redwood Creek, South Fork Eel River.  
","D032339,S024268,S024270,D032338,S024274,S024275,UN000748,S024271"
2353,10/23/2013,Office,,,1,1,4448,Humboldt,South Fork Eel River,Pacific Ocean,40.0913,-123.7989,S024285 01,Y,,,,,,,,,,,,,,,,,5137,Unauthorized Diversion,10/17/2013,2/4/2014,1,ENF00959,Notification of Violations and Voluntary Compliance,2/4/2014,Kathy Bare,Water Rights - Enforcement,,,investigation determined Statement Needed,"UN000730,S024285"
2354,7/23/2012,Office,,letter sent,1,4,4624,Marin,Unnamed stream,Estero de San Antonio,38.2879,-122.9143,UN000356 01,Y,4651,Marin,Unnamed stream,Estero de San Antonio,38.2879,-122.9143,S023722 01,,4591,Marin,Unnamed stream,,38.28822746,-122.90970009,A022968 01,,3965,Unauthorized Diversion,6/15/2012,4/10/2013,2,ENF00542,Notification of Violations and Voluntary Compliance,,Kathy Bare,Water Rights - Enforcement,,,AB2121 unauthorized reservoir,"S023722,A022968,L032015,UN000356"
2355,4/4/2012,Office,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3813,Compliance,4/4/2012,4/24/2012,1,ENF00249,Notification of Violations and Voluntary Compliance,4/24/2012,Kathy Bare,Water Rights - Enforcement,,,Self reported notice of violation of bypass flow requirement,"A018087,A018086,A018084,A018085"
2356,6/15/2012,Office,,,1,2,1556,Marin,,,38.1912,-122.6999,UN000359 1,Y,4623,Marin,Unnamed stream,San Antonio Creek,38.1914,-122.6999,S022910 01,,,,,,,,,,3967,Unauthorized Diversion,6/15/2012,9/21/2012,2,ENF00512,Notification of Violations and Voluntary Compliance,8/23/2012,Kathy Bare,Water Rights - Enforcement,,,AB 2121 RES ID 1074 ON APN# 106-170-05 (WILKINS) AND 106-170-06 (SOARES),"UN000359,S022910"
2357,6/12/2012,Office,,,1,3,1697,Marin,,,38.2774,-122.902,UN000320 1,Y,4578,Marin,Unnamed stream,Estero de San Antonio,38.2775,-122.902,L032049 01,,1614,Marin,,Stemple Creek,38.2775,-122.9021,S022743 01,,3918,Unauthorized Diversion,6/12/2012,11/15/2012,2,ENF00543,Notification of Violations and Voluntary Compliance,9/29/2016,Kathy Bare,Water Rights - Enforcement,,,"Unauthorized Reservoir, Initial Statement received. Stockpond registration received by DFG","L032049,UN000320,S022743"
2358,11/4/2015,Field,11/10/2015,,1,1,479,Placer,,,38.8788,-121.228,A014545 01,Y,,,,,,,,,,,,,,,,,8133,Dry Year - Curtailment,11/13/2015,11/13/2015,0,,,,Bill  Rigby,Water Rights - Enforcement,2015 Drought,Medium,"No  threat of diversion, no diversion occurring at the time of inspection.  Corrective action needed to add stockwatering and fish and wildlife enhancement to licence.",A014545
2359,3/26/2012,Office,,,1,1,6643,Ventura,,,34.47921238,-119.22536999,S011195 01,Y,,,,,,,,,,,,,,,,,3721,Failure to File/Report/Submit,3/26/2012,3/26/2012,1,ENF00970,Notification of Violations and Voluntary Compliance,3/26/2012,Samuel  Cole,Water Rights - Enforcement,,,The phone number on record is no longer connected. The parcel shows ownership by the US National Forest Service. Inactivating statement due to inability to contact statement owner.,S011195
2360,3/27/2012,Office,,,1,1,86,Santa Cruz,Bean Creek,,37.05625315,-122.03048412,S009736 01,Y,,,,,,,,,,,,,,,,,3722,Failure to File/Report/Submit,3/27/2012,3/27/2012,1,ENF00971,Notification of Violations and Voluntary Compliance,3/27/2012,Samuel  Cole,Water Rights - Enforcement,,,"Last statement received on record was 1995. Current phone number is disconnected. No parcel or detailed POD location is on record. Parcelquest shows area around WRIMS-migrated point of diversion in ownership other than current owner Hufhines. As there are multiple possible parcels where the original point of diversion was mapped to, inactivating statement",S009736
2361,3/1/2012,Office,,,1,1,1111,San Mateo,La Honda Creek,,37.38748639,-122.26757388,S010318 01,Y,,,,,,,,,,,,,,,,,3720,Failure to File/Report/Submit,3/1/2012,3/2/2012,1,ENF00969,Notification of Violations and Voluntary Compliance,9/15/2014,Samuel  Cole,Water Rights - Enforcement,,,"There is no initial statement on record. The last supplemental statement we have is from 1987. There is no descriptive location or parcel associated with the POD other than a quarter-quarter. Parcelquest indicates multiple small parcels clumped in the area listed as the POD and none associated with Allan Cox, the listed owner of this statement. Recommend to inactivate this statement.",S010318
2362,3/18/2014,Office,,Reviewed water rights and determined an unauthorized diversion would exist if revoked. Cancel revocation request at this time.  Refer to Permitting for Registrations.,2,4,2532,Tehama,Unnamed stream,,40.05146474,-122.58388927,A028675 01,Y,6794,Tehama,Unnamed stream,,40.06560553,-122.58329759,A028618 01,,3260,Tehama,Unnamed stream,,40.03724912,-122.57215886,A028418 01,,5283,Revocation - Voluntary,3/18/2014,4/13/2016,0,,,,Samuel  Cole,Water Rights - Enforcement,,,"Voluntary request for revocation.  Likely will not proceed with revocation until stockpond registrations are filed.

As of December 03, 2015, two livestock stockpond registrations L032302 and L032524 have been issued to replace these four licenses. Proceed with revocation.

L032302 was issued on May 19, 2015 to cover the full 19 acrefeet of all 4 licenses.  A revision was made to split those into two registrations due to the maximum 10 acre-foot limit of stockpond registration program and the second registration was issued January 14, 2016.  Since the original request for registration was submitted March 10, 2014, Mr. Burrows should be liable only for fees through May, 2015. Fees for 2015-2016 water year should be cancelled.","A028673,A028675,A028618,A028418"
2363,1/11/2016,Office,,"Verified stockpond registrations issued, proceed with revocation. Diversions will now be covered by alternative basis of right upon revocation.",2,4,2532,Tehama,Unnamed stream,,40.05146474,-122.58388927,A028675 01,Y,6794,Tehama,Unnamed stream,,40.06560553,-122.58329759,A028618 01,,3260,Tehama,Unnamed stream,,40.03724912,-122.57215886,A028418 01,,5283,Revocation - Voluntary,3/18/2014,4/13/2016,0,,,,Samuel  Cole,Water Rights - Enforcement,,,"Voluntary request for revocation.  Likely will not proceed with revocation until stockpond registrations are filed.

As of December 03, 2015, two livestock stockpond registrations L032302 and L032524 have been issued to replace these four licenses. Proceed with revocation.

L032302 was issued on May 19, 2015 to cover the full 19 acrefeet of all 4 licenses.  A revision was made to split those into two registrations due to the maximum 10 acre-foot limit of stockpond registration program and the second registration was issued January 14, 2016.  Since the original request for registration was submitted March 10, 2014, Mr. Burrows should be liable only for fees through May, 2015. Fees for 2015-2016 water year should be cancelled.","A028673,A028675,A028618,A028418"
2364,7/23/2012,Office,,,1,3,4175,Marin,,,38.2437,-122.8467,UN000310 2001,Y,4392,Marin,,Estero de San Antonio,38.2436,-122.8467,S022792 01,,4296,Marin,Unnamed stream,Unnamed stream,38.2438,-122.8468,L032079 01,,4503,Unauthorized Diversion,6/1/2012,5/15/2013,2,ENF00555,Notification of Violations and Voluntary Compliance,11/19/2013,Tom  Peltier,Water Rights - Enforcement,,,"UN000310 refers to two ponds on Marin County APN 100-080-13, Reservoir ID 2001 and Reservoir ID 1591.

January 23, 2013 update: Spalettas filed a statement for this pond (Statement 2012-348) and also filed statements for three other ponds on this parcel.  They also filed applications for stockpond registrations in September 2012, but they did not include the required clearances from the Division of Fish and Wildlife.  The application numbers (L031971) was cancelled and the forms were sent back to the Spalettas with instructions for resubmitting the forms after obtaining the appropriate clearance from DFW (tp). 

A letter was sent to CDFW on Oct. 31, 2013, notifying that agency that Livetock pond Certificates L032076 through L032079 have been issued for this and related diversions.","L032079,UN000310,S022792"
2365,7/23/2012,Office,,,1,1,4537,Marin,Keys Creek,Tomales Bay,38.247,-122.8645,S022852 01,Y,,,,,,,,,,,,,,,,,3916,Unauthorized Diversion,6/12/2012,6/10/2013,2,ENF00566,Notification of Violations and Voluntary Compliance,,Oxcar  Macias,Water Rights - Enforcement,,,"AB2121 unauthorized reservoir inspection. Sartori has submitted registration application.  
Marin County APN 10-050-04
","UN000319,S022852"
2366,7/23/2012,Office,,,1,2,4683,Marin,Unnamed stream,Chileno Creek,38.2143,-122.7667,L032048 01,Y,4488,Marin,,Chileno Creek,38.2143,-122.7667,S022778 01,,,,,,,,,,3993,Unauthorized Diversion,6/15/2012,8/17/2012,2,ENF00552,Notification of Violations and Voluntary Compliance,5/13/2013,Oxcar  Macias,Water Rights - Enforcement,,,AB2121 unauthorized reservoir.,"S022778,L032048,UN000383"
2367,7/10/2013,Office,,,1,1,6595,San Bernardino,,,34.31617671,-114.15732773,A006840 01,Y,,,,,,,,,,,,,,,,,4873,Failure to File/Report/Submit,7/1/2013,9/3/2013,1,ENF00686,Notification of Violations and Voluntary Compliance,9/6/2013,Chuck Arnold,Water Rights - Enforcement,,,Annual report was submitted subsequent to violation notification.,A006840
2368,7/13/2013,Office,,,1,1,3062,Yuba,Feather River,,39.00688273,-121.57895378,A000480 01,Y,,,,,,,,,,,,,,,,,4871,Failure to File/Report/Submit,7/1/2013,9/3/2013,1,ENF00684,Cease and Desist Order,3/31/2014,Chuck Arnold,Water Rights - Enforcement,,,Annual diversion report was submitted subsequent to violation notification letter.,A000480
2369,2/29/2012,Office,,,1,1,4378,Shasta,Unnamed stream,,40.80502446,-121.84938376,S002594 01,Y,,,,,,,,,,,,,,,,,3657,Failure to File/Report/Submit,2/29/2012,2/29/2012,1,ENF00314,Notification of Violations and Voluntary Compliance,4/29/2012,Matthew Quint,Water Rights - Enforcement,,,"Failure to file Supplemental Statement for 2010 by July 1, 2011.",S002594
2370,3/21/2012,Office,,,1,1,1318,Trinity,McKay Creek,,40.61427086,-123.4488956,S008450 01,Y,,,,,,,,,,,,,,,,,3694,Failure to File/Report/Submit,3/21/2012,3/28/2012,1,ENF00155,Notification of Violations and Voluntary Compliance,3/28/2012,Matthew Quint,Water Rights - Enforcement,,,"Failure to File supplemental statemento for 2008, 2009, and 2010. Spoke with Mark Greenleaf (Evelyn Greenleaf's son) on March 21, 2012, and he said he would electronically file supplemental statement for 2008, 2009, and 2010 as soon as I provide him with a copy of the Division's letter regarding electronic filing.

Filed sup statement on March 28, 2012 for years 2008, 2009, and 2010.",S008450
2371,3/21/2012,Office,,,1,1,5485,Mono,Marble Creek,,37.74562433,-118.45093416,S014056 01,Y,,,,,,,,,,,,,,,,,3693,Failure to File/Report/Submit,3/21/2012,3/28/2012,1,ENF00153,Notification of Violations and Voluntary Compliance,3/28/2012,Matthew Quint,Water Rights - Enforcement,,,"Failure to File supplemental statemento for 2008, 2009, and 2010.",S014056
2372,3/14/2012,Office,,,1,1,6810,Napa,Redwood Creek,Napa Creek,38.32156499,-122.34551883,S008083 01,Y,,,,,,,,,,,,,,,,,3684,Failure to File/Report/Submit,3/14/2012,3/27/2012,1,ENF00143,Notification of Violations and Voluntary Compliance,3/27/2012,Matthew Quint,Water Rights - Enforcement,,,"Failure to File supplemental statement for years 2008, 2009, and 2010.

Filed on March, 27, 2012.",S008083
2373,3/1/2012,Office,,,1,1,743,San Joaquin,Mokelumne River,,38.15891138,-121.19871868,S000441 01,Y,,,,,,,,,,,,,,,,,3666,Failure to File/Report/Submit,3/1/2012,3/27/2012,1,ENF00154,Notification of Violations and Voluntary Compliance,3/27/2012,Matthew Quint,Water Rights - Enforcement,,,"Spoke with Joann Davis on the phone on March 1, 2012 in regards to water use on APN 017-220-18.  She said she no longer lives there and that the property is vacant.  She did receive the Division's letter right before she moved to her new home but did not think she had to file since she has not been diverting water under this statement.  I informed her it is required that she files her water use even if she did not divert water.  She said she will file for years 2008, 2009, and 2010 soon.",S000441
2374,2/21/2012,Office,,,1,1,6635,Ventura,Ventura River,,34.34105412,-119.29821465,S009568 01,Y,,,,,,,,,,,,,,,,,3692,Failure to File/Report/Submit,2/21/2012,2/21/2012,1,ENF00152,Notification of Violations and Voluntary Compliance,2/21/2012,Matthew Quint,Water Rights - Enforcement,,,"Failure to file supplemental statement electronically for 2008, 2009, and 2010.

Filed on February 21, 2012.",S009568
2375,2/9/2012,Office,,,1,1,4278,El Dorado,North Canyon,,38.75786817,-120.69699271,S013195 01,Y,,,,,,,,,,,,,,,,,3691,Failure to File/Report/Submit,2/9/2012,4/1/2012,1,ENF00151,Notification of Violations and Voluntary Compliance,4/1/2012,Matthew Quint,Water Rights - Enforcement,,,"Failure to file supplemental statement electronically for 2008, 2009, and 2010. According to ParcelQuest, the property where the POD is located is owned by Ira Jay Rader.  Called Ira (818-906-9595) and no longer owns this property. Crystal Leininger Person Realty (530) 514-5982 is taking care of this piece of property. Called Crystal on February 9, 2012.  Currently, no residence. Possibly a change of ownership soon according to Crystal.

On April 1, 2012, Ira Jay Rader electronically filed a supplemental statemento for 2008, 2009, and 2010.",S013195
2376,6/15/2012,Office,,,1,1,4436,Marin,,San Antonio Creek,38.1569,-122.6258,L032136 1,Y,,,,,,,,,,,,,,,,,3988,Unauthorized Diversion,6/15/2012,6/26/2012,0,,,,Michael Contreras,Water Rights - Enforcement,,,Initial this UN was thought to be located on Norma Schlesinger's property but parcel quest was wrong.  The UN (reservoir) is located on property owned by North Marin Land Company LLC.  This UN has been re-assigned to Michael Contreras because he is dealing with previous UNs owned by the same company.,"L032136,UN000403,UN000378,NJ000213"
2377,6/26/2012,Office,,,1,1,4435,Marin,,San Antonio Creek,38.1569,-122.6258,L032136 1,Y,,,,,,,,,,,,,,,,,4058,Unauthorized Diversion,6/26/2012,11/27/2013,2,ENF00570,Notification of Violations and Voluntary Compliance,11/27/2013,Michael Contreras,Water Rights - Enforcement,,,Kent Carter contacted staff of the CDFW who informed him that a LSA agreement would be required.  L032136 issued on 11/27/2013.,"UN000403,L032136"
2378,7/23/2012,Office,,,1,3,4582,Sonoma,Unnamed stream,Americano Creek,38.3043,-122.8172,L032177 01,Y,4581,Marin,Unnamed stream,Stemple Creek,38.2416,-122.8377,L032158 01,,4198,Marin,,,38.2407,-122.8376,S023008 01,,4375,Unauthorized Diversion,7/23/2012,8/22/2012,2,ENF00573,Notification of Violations and Voluntary Compliance,8/1/2013,Michael Contreras,Water Rights - Enforcement,,,un000426 corresponds to Res Id 2005 and APN 100-080-14.  Statement filed on 8/22/12 indicating that an application is pending.  ,"L032177,L032158,UN000426,S023008"
2379,7/23/2012,Office,,,1,4,2001,Marin,,,38.1148,-122.7561,UN000301 1321,Y,4259,Marin,Unnamed stream,Unnamed stream,38.1078,-122.7542,L032097 01,,4258,Marin,Unnamed stream,Unnamed stream,38.1089,-122.7569,L032096 01,,4514,Unauthorized Diversion,7/23/2012,5/22/2013,2,ENF00567,Notification of Violations and Voluntary Compliance,5/22/2013,Michael Contreras,Water Rights - Enforcement,,,"Res ID 1321 situated on APN 121-010-02.  Applicant filed L032095, L032096, & L032097 on 5/22/2013.","L032095,UN000301,L032097,L032096"
2380,5/20/2013,Office,,,1,3,1655,Marin,,,38.2072,-122.7845,UN000304 1384,Y,4449,Marin,,Chileno Creek,38.2073,-122.7843,S022846 01,,1681,Marin,Unnamed stream,Chileno Creek,38.2071,-122.7847,L032080 01,,4554,Unauthorized Diversion,5/20/2013,6/11/2013,2,ENF00569,Notification of Violations and Voluntary Compliance,6/11/2013,Michael Contreras,Water Rights - Enforcement,,,"Initial Statement filed, and the Permitting Unit sent the party a letter with updated procedures (req for re-filing directly to the Division).","L032080,UN000304,S022846"
2381,4/22/2015,Field,6/30/2015,Allegation of unauthorized diversion.  Inspected and located portable pump.  Issued an informational order on 10/23/2015.  Respondent agreed to cease diversions.,1,,,,,,,,,,,,,,,,,,,,,,,,,,7025,Complaint,4/7/2015,3/10/2016,1,ENF02022,"Notification of Violations and Voluntary Compliance, Information Order",3/10/2016,Michael Contreras,Water Rights - Enforcement,,,"complaint that they have identified two unauthorized diversions in the Santa Clara channel, and requests that the Division enforcement investigate.  Complaint filed by email message.  The identities of the unauthorized diverters has not yet been ascertained.  Letter to respondent dated 3/10/2016 dismisses complaint.",UN000974
2382,3/15/2016,Office,3/15/2016,Contacted Mr. Cox and Mr. McCarthy to verify revocation and stockpond location.,1,1,2119,Tehama,Unnamed stream,,40.0896,-122.4805,C002138 01,Y,,,,,,,,,,,,,,,,,8279,Revocation - Voluntary,3/2/2016,3/15/2016,0,,,,Matthew Quint,Water Rights - Enforcement,2015 Drought,Low,"Request for revocation of stockpond (C002138) by Donald A. Cox Trust dated January 27, 2016.

On March 15, 2016, Donald A. Cox was contacted to confirm his request for revocation of his Stockpond (C002138).  Mr. Cox informed me that there is not a stockpond or any other pond on his property, Tehama County APN 025-190-032-000.  However, he continued to inform me that his neighbor, Mr. Steven B. McCarthy, has a certified pond on his property, Tehama County APN 025-190-032-000, that may be the subject stockpond.  After speaking with Mr. Cox, Mr. McCarthy was contacted to verify that a registered Stockpond is on his property. Mr. McCarthy confirmed that the pond covered by C002138 is located on his property and still exists.  Therefore, the Stockpond should not be revoked.  Mr. Cox was then contacted to inform him that the subject stockpond is indeed located on Mr. McCarthy's property.  The revocation will be cancelled and C002138 will remain active under Mr. McCarthy's name only.",C002138
2383,6/11/2014,Field,,"Inspected Sayles Canyon recreational cabins.  Cabin #36 is owned by Harold Thomas.  He has constructed connection to the water supply tank owned by Beverley Diggles without authorization either by her or by the USFS.  This spring collection is authorized by License 1884 (Application 5704).  The USFS holds License 4744 that serves domestic water supplies to the row of cabins EXCEPT #36 - Thomas.  Thomas claims to capture less than 25 AF/year from Diggles' overflow, and therefore does not believe he needs a SWRCB permit.",1,1,10891,El Dorado,,,38.7986145,-120.11017609,,Y,,,,,,,,,,,,,,,,,5306,Complaint,5/24/2014,4/8/2020,0,,,,Michael Contreras,Water Rights - Enforcement,,Low,"CalEPA Complaint #16830
DROUGHT RELATED
Complainant: Beverly Diggles 
Respondent:  Harold Thomas
Summary: Neighboring cabins diverting water from springs without authorization

Closed per Program Manager RC request.",UN000786
